Dootrip,Departure,Capacity,In transit,Transported,Status,Load,Origin,Destination,Arrival,Dootrippers,Additional info
Dootrip #000003329 - from Bremen (Germany) to Jinja (Uganda),2023-06-12T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2023-06-13T17:00:00, Rhein-Ruhr-Hub,Kathrin B.
Dootrip #000003330 - from Mülheim an der Ruhr (Germany) to Erfurt (Germany),2023-06-19T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-06-23T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003331 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2023-06-19T15:45:00,1,0,1,Completed,Full,Germany,Germany,2023-06-23T15:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003332 - from Mülheim an der Ruhr (Germany) to Frankfurt Main (Germany),2023-06-19T10:00:00,1,0,0,Completed,Not full,Germany,Germany,2023-06-23T10:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003333 - from Delmenhorst (Germany) to Kampala (Uganda),2023-07-13T13:30:00,2,0,2,Completed,Full,Germany,Uganda,2023-07-13T22:00:00, Frank Hamberg,Majuma Ali Haida
Dootrip #000003334 - from Umpfenbach (Germany) to Anloga District (Ghana),2023-07-29T18:15:00,6,0,6,Completed,Full,Germany,Ghana,2023-07-30T18:15:00, Leandra_Irr Rüdiger HH,1 Flugpate
Dootrip #000003335 - from Mülheim an der Ruhr (Germany) to Mainz (Germany),2023-06-19T08:45:00,1,0,1,Completed,Full,Germany,Germany,2023-06-23T08:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003336 - from Mülheim an der Ruhr (Germany) to Matema (Tanzania),2023-07-15T12:00:00,12,0,12,Completed,Full,Germany,Tanzania,2023-07-17T12:00:00, Rhein-Ruhr-Hub,4 Flugpaten via Hr. Wiebringhaus
Dootrip #000003337 - from Mülheim an der Ruhr (Germany) to Datano (Ghana),2023-10-31T17:00:00,25,0,25,Completed,Full,Germany,Ghana,2023-12-31T17:00:00, Rhein-Ruhr-Hub,per Fracht (Schiff) via Ghana Cargo Oberhausen
Dootrip #000003338 - from Mülheim an der Ruhr (Germany) to Agou (Togo),2023-08-31T08:00:00,30,0,30,Completed,Full,Germany,Togo,2023-11-01T17:00:00, Rhein-Ruhr-Hub Agricola,per Fracht (Schiff) via Ghana Cargo Oberhausen
Dootrip #000003339 - from Berlin (Germany) to Forua (Uganda),2023-09-27T17:30:00,3,0,3,Completed,Full,Germany,Uganda,2023-09-28T17:30:00, Rhein-Ruhr-Hub,Mavita A.
Dootrip #000003340 - from Mülheim an der Ruhr (Germany) to Bad Wünnenberg (Germany),2023-06-26T14:45:00,1,0,1,Completed,Full,Germany,Germany,2023-06-30T14:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003341 - from folgt (Germany) to Quito (Ecuador),2023-07-07T08:00:00,4,0,0,Cancelled,Not full,Germany,Ecuador,2023-07-08T17:00:00, Rhein-Ruhr-Hub,"2 Flugpaten via Anna G.,  MediaMundo e.V."
Dootrip #000003343 - from Mülheim an der Ruhr (Germany) to Dortmund (Germany),2023-06-26T13:30:00,1,0,0,Completed,Not full,Germany,Germany,2023-06-30T13:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003344 - from Kaulsdorf (Germany) to Kabul (Afghanistan),2023-06-14T10:00:00,6,0,6,Completed,Full,Germany,Afghanistan,2023-06-15T16:15:00, weltsichten,
Dootrip #000003345 - from Hüttenberg (Germany) to Hüttenberg (Germany),2023-06-14T17:00:00,3,0,3,Completed,Full,Germany,Germany,2023-06-14T17:00:00, M.Gniza,
Dootrip #000003346 - from Mülheim an der Ruhr (Germany) to Gardelegen (Germany),2023-08-01T08:00:00,4,0,4,Completed,Full,Germany,Germany,2023-08-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003347 - from Tönisvorst (Germany) to Ggulama (Uganda),2023-06-21T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2023-06-22T17:00:00, Rhein-Ruhr-Hub,Nalongo N. via Andrew Matsiko
Dootrip #000003348 - from Cubelles (Spain) to Meki (Ethiopia),2023-06-25T10:15:00,2,0,2,Pending,Full,Spain,Ethiopia,2023-06-26T23:15:00, Maria José Morales,
Dootrip #000003349 - from Düsseldorf (Germany) to Fimela (Senegal),2023-06-25T18:30:00,25,0,25,Completed,Full,Germany,Senegal,2023-09-30T18:30:00, Rhein-Ruhr-Hub,via Hr. Guèye (ship freight)
Dootrip #000003350 - from Halle/Saale (Germany) to Cap-Haitien (Haiti),2023-06-30T08:00:00,4,0,4,Completed,Full,Germany,Haiti,2023-08-31T17:00:00, Rhein-Ruhr-Hub,"Ralf Th., HHH - Halle.Hilft.Haiti Dental Aid Project e.V."
Dootrip #000003351 - from Hamburg (Germany) to Kakuma (Kenya),2023-07-03T18:45:00,19,0,19,Completed,Full,Germany,Kenya,2023-07-31T18:45:00, Leandra_Irr rrhamburg NorbertB,
Dootrip #000003352 - from Dortmund (Germany) to Batoke (Cameroon),2023-08-01T19:00:00,45,0,45,Completed,Full,Germany,Cameroon,2023-09-30T19:00:00, Rhein-Ruhr-Hub,"COHEDO, Schiffracht"
Dootrip #000003353 - from Bonn (Germany) to Ndola  (Zambia),2023-08-15T18:00:00,30,0,31,Completed,Full,Germany,Zambia,2023-09-28T12:45:00, Bonn-Hub,Friedrich Lange
Dootrip #000003354 - from Bonn (Germany) to Ndola  (Zambia),2023-08-15T18:00:00,30,0,26,Completed,Not full,Germany,Zambia,2023-09-28T16:30:00, Bonn-Hub,Friedrich Lange
Dootrip #000003355 - from Mülheim an der Ruhr (Germany) to Bischofsheim (Germany),2023-06-26T16:00:00,1,0,1,Completed,Full,Germany,Germany,2023-06-30T16:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003356 - from Leimen (Germany) to Rumphi (Malawi),2023-07-20T16:30:00,9,0,9,Completed,Full,Germany,Malawi,2023-07-21T16:30:00, Rhein-Ruhr-Hub,Andreas W. 
Dootrip #000003357 - from Mülheim an der Ruhr (Germany) to Bamberg (Germany),2023-07-03T15:15:00,1,0,1,Completed,Full,Germany,Germany,2023-07-07T15:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003358 - from München (Germany) to Pretoria (South Africa),2023-06-19T00:30:00,10,0,10,Completed,Full,Germany,South Africa,2023-08-15T00:45:00, jprisab,
Dootrip #000003359 - from Backnang (Germany) to Jinja City (Uganda),2023-07-03T05:15:00,2,0,0,Cancelled,Not full,Germany,Uganda,2023-07-15T05:15:00, Rhein-Ruhr-Hub,Leo V.
Dootrip #000003360 - from Bergisch Gladbach (Germany) to Kasese Municipality (Uganda),2023-07-16T08:00:00,3,0,3,Completed,Full,Germany,Uganda,2023-07-17T17:00:00, Rhein-Ruhr-Hub,Lukas H.
Dootrip #000003361 - from Barcelona (Spain) to Xithelani (South Africa),2023-07-20T15:00:00,10,0,12,Pending,Full,Spain,South Africa,2023-07-24T07:00:00, carlota.pino,
Dootrip #000003362 - from Düsseldorf (Germany) to Senegal (Senegal),2023-06-25T08:00:00,2,0,2,Completed,Full,Germany,Senegal,2023-07-31T17:00:00, Rhein-Ruhr-Hub,Flugpaten
Dootrip #000003342 - from Düsseldorf (Germany) to Ziguinchor (Senegal),2023-06-25T08:00:00,2,0,2,Completed,Full,Germany,Senegal,2023-07-31T17:00:00, Rhein-Ruhr-Hub,per Schiffracht
Dootrip #000003363 - from Düsseldorf (Germany) to Dakar (Senegal),2023-06-25T08:00:00,4,0,4,Completed,Full,Germany,Senegal,2023-07-31T17:00:00, Rhein-Ruhr-Hub,Flugpaten via Hr. Guèye
Dootrip #000003364 - from Mülheim an der Ruhr (Germany) to Soest (Germany),2023-07-03T17:15:00,1,0,1,Completed,Full,Germany,Germany,2023-07-07T17:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003365 - from Düsseldorf (Germany) to Dakar (Senegal),2023-06-25T08:00:00,16,0,16,Completed,Full,Germany,Senegal,2023-07-31T17:00:00, Rhein-Ruhr-Hub,Flugpaten via Hr. Guèye
Dootrip #000003366 - from Kaulsdorf (Germany) to Santa Cruz de la Sierra: (Bolivia),2023-10-31T08:15:00,8,0,7,Completed,Not full,Germany,Bolivia,2023-11-01T08:15:00, weltsichten,
Dootrip #000003367 - from Mülheim an der Ruhr (Germany) to Mamponteng Kumasi (Ghana),2023-08-31T08:00:00,20,0,20,Completed,Full,Germany,Ghana,2023-10-31T17:00:00, Rhein-Ruhr-Hub,Rita S. / Schiffsfracht
Dootrip #000003368 - from Mülheim an der Ruhr (Germany) to Agona Nsaba (Ghana),2023-08-31T08:00:00,20,0,20,Completed,Full,Germany,Ghana,2023-10-31T17:00:00, Rhein-Ruhr-Hub,"Schiffsfracht via Rita S., Unafo eV"
Dootrip #000003369 - from Oberhausen (Germany) to Agona Nsaba (Ghana),2023-08-31T08:00:00,20,0,20,Completed,Full,Germany,Ghana,2023-10-31T17:00:00, Rhein-Ruhr-Hub,"Schiffsfracht via Tita S., UNAFO eV"
Dootrip #000003370 - from Mülheim an der Ruhr (Germany) to Kumasi (Ghana),2023-08-31T08:00:00,15,0,15,Completed,Full,Germany,Ghana,2023-10-31T17:00:00, Rhein-Ruhr-Hub,"Schiffsfracht via Rita S., Unafo eV"
Dootrip #000003371 - from Mülheim an der Ruhr (Germany) to Kumasi (Ghana),2023-08-31T08:00:00,10,0,10,Completed,Full,Germany,Ghana,2023-10-31T17:00:00, Rhein-Ruhr-Hub,"Schiffsfracht via Rita S., Unafo eV"
Dootrip #000003372 - from Hüttenberg (Germany) to Hüttenberg (Germany),2023-07-03T08:00:00,3,0,3,Completed,Full,Germany,Germany,2023-07-07T17:00:00, M.Gniza,"per DHL nach Hüttenberg, Verteilung vor Ort"
Dootrip #000003373 - from Oberhausen (Germany) to Mamponteng Kumasi (Ghana),2023-08-31T08:00:00,17,0,17,Completed,Full,Germany,Ghana,2023-09-30T17:00:00, Rhein-Ruhr-Hub ritsiebert,"Schiffsfracht via Rita S., Unafo eV"
Dootrip #000003374 - from Berlin  (Germany) to Benin City  (Nigeria),2023-07-04T08:00:00,2,0,2,Completed,Full,Germany,Nigeria,2023-07-05T17:00:00, HFTN,Daniela P. via Home For The Needy e.V.
Dootrip #000003375 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2023-07-10T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003376 - from Mülheim an der Ruhr (Germany) to Calau (Germany),2023-08-07T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-08-11T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003377 - from Kämpfelbach (Germany) to Varanasi (India),2023-07-05T08:00:00,4,0,4,Completed,Full,Germany,India,2023-07-06T17:00:00, Rhein-Ruhr-Hub,2 Pers.
Dootrip #000003379 - from Berlin (Germany) to Port-Harcourt (Nigeria),2023-07-15T15:00:00,1,0,1,Completed,Full,Germany,Nigeria,2023-10-31T15:00:00, Rhein-Ruhr-Hub,Dawid P. via Creative Skills & Hobbies Foundation/PNL
Dootrip #000003380 - from Münster (Germany) to Orlu (Nigeria),2023-07-27T08:00:00,15,0,20,Completed,Full,Germany,Nigeria,2023-07-31T17:00:00, Rhein-Ruhr-Hub,Schwester Vivian
Dootrip #000003381 - from Mülheim an der Ruhr (Germany) to Bonn (Germany),2023-07-10T13:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-14T13:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003382 - from Mülheim an der Ruhr (Germany) to Erfurt (Germany),2023-07-10T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003383 - from Mülheim an der Ruhr (Germany) to Ingolstadt (Germany),2023-07-10T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003384 - from Reichertshofen (Germany) to Lusaka (Zambia),2023-08-01T08:00:00,5,0,5,Completed,Full,Germany,Zambia,2023-08-02T17:00:00, Leandra_Irr rrhamburg,Reisegruppe via Oliver Sp.
Dootrip #000003385 - from Berlin (Germany) to Mfangano Island (Kenya),2023-07-13T10:30:00,6,0,0,Cancelled,Not full,Germany,Kenya,2023-07-15T17:30:00, joansu,
Dootrip #000003386 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2023-06-12T12:30:00,1,0,0,Completed,Not full,Germany,Germany,2023-07-14T12:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003387 - from Mülheim an der Ruhr (Germany) to Erfurt (Germany),2023-07-10T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003388 - from Weil am Rhein (Germany) to Moshi (Tanzania),2023-07-16T08:00:00,2,0,2,Completed,Full,Germany,Tanzania,2023-07-17T17:00:00, Rhein-Ruhr-Hub,Sarah H.
Dootrip #000003389 - from Dänischenhagen (Germany) to Jinja (Uganda),2023-07-17T08:00:00,6,0,6,Completed,Full,Germany,Uganda,2023-07-18T17:00:00, Rhein-Ruhr-Hub Leandra_Irr,Fam. L.
Dootrip #000003390 - from Kaulsdorf (Germany) to Kabul (Afghanistan),2023-07-03T07:15:00,6,0,6,Completed,Full,Germany,Afghanistan,2023-07-03T07:15:00, weltsichten,die Spenden werden am 3.7.23 nach Düsseldorf an die Afghanische Kinderhilfe Deutschland e.V. versendet. Diese bringen die Spenden dann nach Afghanistan
Dootrip #000003391 - from Köln (Germany) to Kakamega (Kenya),2023-07-01T00:00:00,15,0,15,Completed,Full,Germany,Kenya,2023-12-31T23:00:00, frauning,
Dootrip #000003392 - from Itzehoe (Germany) to Kapeke Sub County (Uganda),2023-07-15T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2023-07-16T17:00:00, Rhein-Ruhr-Hub,Sandra W.
Dootrip #000003393 - from Wuppertal (Germany) to Bandundu (Congo (Kinshasa)),2023-07-14T11:00:00,10,0,10,Completed,Full,Germany,Congo (Kinshasa),2023-12-31T23:00:00, Agricola,via Schifffracht
Dootrip #000003394 - from Valencia (Spain) to Ouidah (Benin),2023-07-30T18:30:00,10,0,0,Pending,Not full,Spain,Benin,2023-07-31T18:30:00, BeatrizEsencia,
Dootrip #000003395 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2023-07-17T16:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-21T16:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003396 - from Tettnang (Germany) to Moshi (Tanzania),2023-07-27T17:45:00,1,0,1,Completed,Full,Germany,Tanzania,2023-07-28T17:45:00, Rhein-Ruhr-Hub,Silas B.
Dootrip #000003397 - from Mülheim an der Ruhr (Germany) to Bottrop (Germany),2023-07-17T11:45:00,1,0,0,Completed,Not full,Germany,Germany,2023-07-21T11:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003398 - from Ahlen (Germany) to Tamale (Ghana),2023-08-06T14:00:00,10,0,10,Completed,Full,Germany,Ghana,2023-12-31T23:00:00, Rhein-Ruhr-Hub Agricola,Dr. Godfred Z.
Dootrip #000003399 - from Mülheim Ruhr / Hofheim (Germany) to Idstein (Germany),2023-08-14T17:30:00,30,0,30,Completed,Full,Germany,Germany,2023-09-30T17:30:00, Rhein-Ruhr-Hub,persönlich von Tobias Sch. oder per DHL
Dootrip #000003400 - from Mülheim an der Ruhr (Germany) to Takoradi (Ghana),2023-10-20T18:30:00,30,0,30,Completed,Full,Germany,Ghana,2023-12-31T18:30:00, Rhein-Ruhr-Hub,per Fracht (Schiff) via Ghana Union eV
Dootrip #000003401 - from Mülheim an der Ruhr (Germany) to Augsburg (Germany),2023-07-17T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-21T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003402 - from Dortmund (Germany) to Bamenda (Cameroon),2023-08-08T10:45:00,6,0,6,Completed,Full,Germany,Cameroon,2023-08-09T10:45:00, Rhein-Ruhr-Hub,per Paketdienst / Marie A.
Dootrip #000003403 - from Bamberg (Germany) to Jinja City (Uganda),2023-08-09T15:30:00,1,0,1,Completed,Full,Germany,Uganda,2023-08-10T15:30:00, Rhein-Ruhr-Hub,Tim L.
Dootrip #000003404 - from Steinheim an der Murr (Germany) to Jinja City (Uganda),2023-08-09T12:00:00,1,0,1,Completed,Full,Germany,Uganda,2023-08-10T17:00:00, Rhein-Ruhr-Hub,Hannah Pauline L.
Dootrip #000003405 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2023-07-17T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-21T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003406 - from Mülheim an der Ruhr (Germany) to Mittweida (Germany),2023-07-17T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-21T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003407 - from Mülheim an der Ruhr (Germany) to Mainz (Germany),2023-07-24T17:15:00,1,0,1,Completed,Full,Germany,Germany,2023-07-28T17:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003409 - from Madrid (Spain) to Meki (Ethiopia),2023-08-07T11:30:00,2,0,2,Pending,Full,Spain,Ethiopia,2023-08-07T23:45:00, Blanca Murga,
Dootrip #000003410 - from Mülheim an der Ruhr (Germany) to Mainz (Germany),2023-07-24T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-28T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003411 - from Mülheim an der Ruhr (Germany) to Königsbrunn (Germany),2023-07-24T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-07-28T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003412 - from Wildberg (Germany) to Varanasi (India),2023-10-25T11:30:00,6,0,6,Completed,Full,Germany,India,2023-11-02T11:30:00, kati.cysarek Rhein-Ruhr-Hub,
Dootrip #000003408 - from Bremen (Germany) to Lyman (Ukraine),2023-08-04T06:00:00,20,0,20,Completed,Full,Germany,Ukraine,2023-08-06T06:00:00, Rhein-Ruhr-Hub,Arne A.
Dootrip #000003413 - from Kaulsdorf (Germany) to Salvador Retiro (Brazil),2023-07-18T08:15:00,2,0,1,Completed,Not full,Germany,Brazil,2023-07-19T08:15:00, weltsichten,Axel persönlich
Dootrip #000003414 - from Mülheim an der Ruhr (Germany) to Augsburg (Germany),2023-07-31T15:30:00,1,0,0,Completed,Not full,Germany,Germany,2023-08-04T15:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003415 - from Stuttgart (Germany) to Kitengela (Kenya),2023-07-24T18:00:00,1,0,1,Completed,Full,Germany,Kenya,2023-07-25T18:00:00, Rhein-Ruhr-Hub Angaza,per DHL + Flugpaten
Dootrip #000003416 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2023-07-31T13:15:00,1,0,1,Completed,Full,Germany,Germany,2023-08-04T13:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003417 - from Mülheim an der Ruhr (Germany) to Sekondi (Ghana),2023-08-19T14:00:00,30,0,30,Completed,Full,Germany,Ghana,2023-10-31T14:00:00, Rhein-Ruhr-Hub,per Fracht (Schiff) via Ghana Union eV
Dootrip #000003418 - from Mülheim an der Ruhr (Germany) to Accra (Ghana),2023-07-24T08:00:00,5,0,5,Completed,Full,Germany,Ghana,2023-08-31T17:00:00, Rhein-Ruhr-Hub,via Fr. Eßer
Dootrip #000003419 - from Mülheim an der Ruhr (Germany) to Ingolstadt (Germany),2023-07-31T13:45:00,1,0,1,Completed,Full,Germany,Germany,2023-08-04T13:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003420 - from Mülheim an der Ruhr (Germany) to Garmisch-Partenkirchen (Germany),2023-07-31T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-08-04T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003421 - from Mülheim an der Ruhr (Germany) to Großostheim (Germany),2023-07-31T07:30:00,1,0,1,Completed,Full,Germany,Germany,2023-08-04T07:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003422 - from Mülheim an der Ruhr (Germany) to Duisburg (Germany),2023-07-24T13:15:00,1,0,1,Completed,Full,Germany,Germany,2023-07-28T13:15:00, Rhein-Ruhr-Hub,per Paketdienst (via Werkkiste Duisburg)
Dootrip #000003423 - from Mülheim an der Ruhr (Germany) to Brazzaville (Congo (Brazzaville)),2023-07-23T12:00:00,4,0,4,Completed,Full,Germany,Congo (Brazzaville),2023-07-25T17:00:00, Rhein-Ruhr-Hub,Donaly M. / Flug
Dootrip #000003424 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2023-08-07T07:00:00,1,0,1,Completed,Full,Germany,Germany,2023-08-11T07:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003425 - from Mülheim an der Ruhr (Germany) to Accra (Ghana),2023-08-14T08:00:00,10,0,9,Completed,Not full,Germany,Ghana,2023-10-31T17:00:00, Rhein-Ruhr-Hub,via Fr. Eßer
Dootrip #000003426 - from Hüttenberg (Germany) to Hüttenberg (Germany),2023-07-23T15:30:00,3,0,3,Completed,Full,Germany,Germany,2023-07-25T15:30:00, M.Gniza,"2 von Hub Hüttenberg, 1 x per DHL von Rhein-Ruhr"
Dootrip #000003427 - from Mülheim an der Ruhr (Germany) to Magdeburg (Germany),2023-08-07T15:45:00,1,0,1,Completed,Full,Germany,Germany,2023-08-11T15:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003428 - from Berlin (Germany) to Yaounde (Cameroon),2023-09-01T18:30:00,15,0,15,Completed,Full,Germany,Cameroon,2023-11-30T18:30:00, Rhein-Ruhr-Hub Trinity FC,by ship
Dootrip #000003429 - from Mülheim an der Ruhr (Germany) to Düsseldorf (Germany),2023-07-26T20:15:00,1,0,1,Completed,Full,Germany,Germany,2023-07-28T20:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003430 - from Mülheim an der Ruhr (Germany) to Mainz (Germany),2023-08-07T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-08-11T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003431 - from Mülheim an der Ruhr (Germany) to Ingolstadt (Germany),2023-08-07T13:30:00,1,0,1,Completed,Full,Germany,Germany,2023-08-11T13:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003432 - from Kernen (Germany) to Bo city (Sierra Leone),2023-08-13T08:00:00,10,0,10,Completed,Full,Germany,Sierra Leone,2023-08-31T17:00:00, Rhein-Ruhr-Hub,2 Flugpaten via Johannes Herter
Dootrip #000003433 - from Mülheim an der Ruhr (Germany) to Mainz (Germany),2023-08-07T15:15:00,1,0,1,Completed,Full,Germany,Germany,2023-08-11T15:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003434 - from Mülheim an der Ruhr (Germany) to Greater-Accra (Ghana),2023-09-01T17:45:00,30,0,32,Completed,Full,Germany,Ghana,2023-11-01T17:45:00, Rhein-Ruhr-Hub,per Fracht (Schiff) via Ghana Union eV
Dootrip #000003435 - from Mülheim an der Ruhr (Germany) to Tirana (Albania),2023-11-01T18:00:00,20,0,20,Completed,Full,Germany,Albania,2023-11-30T18:00:00, Rhein-Ruhr-Hub,Reisegruppe 1915 eV
"Dootrip #000003436 - from Duisburg (Germany) to Nkongsamba, Cite Verte (Cameroon)",2023-07-31T12:00:00,9,0,9,Completed,Full,Germany,Cameroon,2023-08-04T14:45:00, Rhein-Ruhr-Hub,by traveler
Dootrip #000003437 - from Bochum (Germany) to Arusha (Tanzania),2023-09-25T08:30:00,5,0,5,Completed,Full,Germany,Tanzania,2023-09-28T18:30:00, Bluhm-Drenhaus,Reisegruppe 5 Personen
Dootrip #000003438 - from Rosdorf (Germany) to Arusha (Tanzania),2023-08-08T09:30:00,1,0,1,Completed,Full,Germany,Tanzania,2023-08-09T09:30:00, Bluhm-Drenhaus,Jannik D.
Dootrip #000003439 - from Bilbao (Spain) to Fimela (Senegal),2023-10-21T08:00:00,3,0,1,Completed,Not full,Spain,Senegal,2023-10-21T23:45:00, SalimosDeBilbao,
Dootrip #000003440 - from Mülheim an der Ruhr (Germany) to Bad Driburg (Germany),2023-08-14T08:15:00,1,0,1,Completed,Full,Germany,Germany,2023-08-18T08:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003441 - from Mülheim an der Ruhr (Germany) to Bad Schwalbach (Germany),2023-08-14T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-08-18T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003442 - from Mülheim an der Ruhr (Germany) to München (Germany),2023-08-14T08:00:00,1,0,0,Completed,Not full,Germany,Germany,2023-08-18T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003443 - from Mülheim an der Ruhr (Germany) to München (Germany),2023-08-14T08:00:00,1,0,0,Completed,Not full,Germany,Germany,2023-08-18T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003444 - from Mülheim an der Ruhr (Germany) to Bogotá (Colombia),2023-10-01T18:30:00,10,0,10,Completed,Full,Germany,Colombia,2023-10-31T18:30:00, Rhein-Ruhr-Hub,Reisegruppe SOS 1915 / Petrus
Dootrip #000003445 - from München (Germany) to Pretoria (South Africa),2023-08-04T07:15:00,3,0,3,Completed,Full,Germany,South Africa,2023-08-04T07:15:00, jprisab,"BMW - Eben, Pieter, Chistoff"
Dootrip #000003446 - from Mülheim an der Ruhr (Germany) to Tamm (Germany),2023-08-14T11:45:00,1,0,1,Completed,Full,Germany,Germany,2023-08-18T11:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003447 - from Mülheim an der Ruhr (Germany) to Düsseldorf (Germany),2023-08-14T05:45:00,1,0,1,Completed,Full,Germany,Germany,2023-08-18T05:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003448 - from Regensburg (Germany) to Fort Portal (Uganda),2023-08-16T10:15:00,1,0,1,Completed,Full,Germany,Uganda,2023-08-17T10:15:00, Rhein-Ruhr-Hub,Ms. Mubunga B.J.
Dootrip #000003449 - from Mülheim an der Ruhr (Germany) to Regensburg (Germany),2023-08-14T13:30:00,1,0,1,Completed,Full,Germany,Germany,2023-08-18T13:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003450 - from Mülheim an der Ruhr (Germany) to Mittweida (Germany),2023-08-14T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-08-18T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003451 - from Bietigheim-Bissingen (Germany) to Tiko (Cameroon),2023-09-18T08:00:00,23,0,23,Completed,Full,Germany,Cameroon,2023-11-30T17:00:00, Rhein-Ruhr-Hub,monatlich Schiffracht
Dootrip #000003452 - from Mülheim an der Ruhr (Germany) to Obuasi (Ghana),2023-12-31T18:45:00,30,0,30,Completed,Full,Germany,Ghana,2024-02-29T18:45:00, Rhein-Ruhr-Hub,per Fracht (Schiff) via Ghana Union eV
Dootrip #000003453 - from  Dettingen (Germany) to Mpigi (Uganda),2023-09-15T18:15:00,6,0,6,Completed,Full,Germany,Uganda,2023-09-16T18:15:00, Rhein-Ruhr-Hub,Ronja K. + group
