iso,lat,lng,type,count,label,info,precision
UGA,0.225,32.31361,recipient,0,"Edoovillage #1343 - Uganda, Mpigi: Kaleke Kasome Foundation ","Mpigi, open, 400 students",city
DEU,51.68033,7.82089,recipient,1,"Edoovillage #1344 - Germany, Hamm: Karlschule Hamm Integrati","Hamm, completed, 1 students",city
SEN,14.6937,-17.44406,recipient,6,"Edoovillage #1345 - Senegal, Dakar: Ekando Kumer; Studenteng","Dakar, open, 12 students",city
SEN,14.2289,-14.6109,recipient,4,"Edoovillage #1346 - Senegal, St Luis: Ekando Kumer; Studente","Senegal, open, 12 students",country
SEN,14.2289,-14.6109,recipient,10,"Edoovillage #1347 - Senegal, Cap Skirring: Ekando Kumer; Stu","Senegal, open, 12 students",country
NGA,9.6103,8.1477,recipient,27,"Edoovillage #1348 - Nigeria, kajola: Oyo-State Illero IREPOD","Nigeria, completed, 300 students",country
UGA,1.2822,32.3437,recipient,2,"Edoovillage #1349 - Uganda, Kimya: Kumwenya Eco-School","Uganda, open, 175 students",country
HND,15.61444,-87.95302,recipient,5,"Edoovillage #1350 - Honduras, Choloma: Con la educación pode","Choloma, open, 598 students",city
MWI,-13.129,34.2344,recipient,15,"Edoovillage #1351 - Malawi, Likoma Island: Computer Training","Malawi, completed, 165 students",country
UGA,1.2822,32.3437,recipient,16,"Edoovillage #1352 - Uganda, Bushiyi: Secondary School Bushiy","Uganda, completed, 250 students",country
UGA,1.2822,32.3437,recipient,28,"Edoovillage #1353 - Uganda, Busulwa: Secondary School Busulw","Uganda, completed, 250 students",country
TZA,-3.36667,36.68333,recipient,36,"Edoovillage #1354 - Tanzania, Arusha: Edmund Rice Sinon Seco","Arusha, open, 1400 students",city
UGA,0.31628,32.58219,recipient,0,"Edoovillage #1355 - Uganda, Kampala: Start Hub Africa | Star","Kampala, completed, 200 students",city
SLE,8.48714,-13.2356,recipient,3,"Edoovillage #1356 - Sierra Leone, Freetown: LadooVillage Sch","Freetown, open, 298 students",city
UGA,0.225,32.31361,recipient,5,"Edoovillage #1357 - Uganda, Mpigi: Techforcommunity","Mpigi, open, 112 students",city
ROU,45.8245,25.0942,recipient,23,"Edoovillage #1358 - Romania, Sanjob: Village school close to","Romania, completed, 50 students",country
ARM,40.1784,45.0549,recipient,0,"Edoovillage #1359 - Armenia, Aghzk: Aghzk Mittelschule","Armenia, open, 187 students",country
CMR,3.86667,11.51667,recipient,2,"Edoovillage #1360 - Cameroon, Yaoundé: St Joseph’s Foundatio","Yaoundé, open, 603 students",city
GHA,6.68848,-1.62443,recipient,32,"Edoovillage #1361 - Ghana, Mamponteng Kumasi: Wadie Adwumaka","Kumasi, completed, 300 students",city
GMB,13.35222,-16.43389,recipient,15,"Edoovillage #1362 - Gambia, Lamin Daranka: John Pickering Up","Lamin, completed, 500 students",city
BEN,7.18286,1.99119,recipient,5,"Edoovillage #1363 - Benin, Houndjroto-Abomey:  Waisenhaus Ce","Abomey, open, 72 students",city
ROU,45.8245,25.0942,recipient,15,"Edoovillage #1364 - Romania, Toporu: Scoala Gimnaziala Petre","Romania, completed, 119 students",country
KEN,-1.28333,36.81667,recipient,0,"Edoovillage #1365 - Kenya, Nairobi: COTRR","Nairobi, completed, 30 students",city
GTM,14.84462,-91.52316,recipient,8,"Edoovillage #1366 - Guatemala, Quetzaltenango: Ninos en Xela","Quetzaltenango, completed, 80 students",city
CHE,47.36667,8.55,recipient,4,"Edoovillage #1367 - Switzerland, Zurich: Winterstube (COVID-","Zürich, completed, 10 students",city
TGO,8.6607,0.8991,recipient,5,"Edoovillage #1368 - Togo, Dangbéssito: Foyer Antonio","Togo, completed, 20 students",country
PRY,-25.28646,-57.647,recipient,20,"Edoovillage #1369 - Paraguay, Asunción: Penguin Academy","Asunción, completed, 30 students",city
CHE,46.94809,7.44744,recipient,7,"Edoovillage #1370 - Switzerland, Bern: Migrabe (COVID-19-CH)","Bern, completed, 7 students",city
CHE,47.0311,8.28547,recipient,5,"Edoovillage #1371 - Switzerland, Kriens: Verein Hope (COVID-","Kriens, completed, 40 students",city
CHE,46.94809,7.44744,recipient,48,"Edoovillage #1372 - Switzerland, Bern: VSS-UNES","Bern, completed, 50 students",city
ZAF,-29.06415,30.59279,recipient,10,"Edoovillage #1373 - South Africa, Greytown: Greytown Childre","Greytown, completed, 165 students",city
TGO,6.9,0.63333,recipient,0,"Edoovillage #1374 - Togo, Kpalime: Lycée de Nyveme |  Togo G","Kpalimé, completed, 1020 students",city
GHA,5.55602,-0.1969,recipient,10,"Edoovillage #1375 - Ghana, Accra: Golden Sunbeam Pre- and JH","Accra, completed, 650 students",city
LAO,18.1173,103.7638,recipient,10,"Edoovillage #1376 - Laos, Ban Phone Ngeng: Computer Classroo","Laos, open, 500 students",country
DEU,51.083,10.4262,recipient,2,"Edoovillage #1377 - Germany, Bundesweit: Private Hilfsinitia","Germany, completed, 1 students",country
CHE,46.38318,6.23955,recipient,5,"Edoovillage #1378 - Switzerland, Nyon: Water Inception","Nyon, completed, 30 students",city
SLE,8.48714,-13.2356,recipient,19,"Edoovillage #1379 - Sierra Leone, Freetown: Alpha Foundation","Freetown, open, 35 students",city
ESP,41.38879,2.15899,recipient,4,"Edoovillage #1380 - Spain, Barcelona: Institut Joan d'Àustri","Barcelona, completed, 734 students",city
NPL,28.3009,84.1339,recipient,2,"Edoovillage #1381 - Nepal, Gosaikunda Khamjin: Childhome Kha","Nepal, open, 8 students",country
ROU,45.8245,25.0942,recipient,12,"Edoovillage #1382 - Romania, Valea Doftanei: CoderDojo","Romania, open, 712 students",country
ZMB,-15.40669,28.28713,recipient,3,"Edoovillage #1383 - Zambia, Lusaka: DigiHub","Lusaka, completed, 20 students",city
GHA,7.9453,-1.2192,recipient,11,"Edoovillage #1384 - Ghana, Kpassa: Fair River International ","Ghana, completed, 80 students",country
TZA,-6.3558,34.8183,recipient,0,"Edoovillage #1385 - Tanzania, Loliondo: EMBUDEO","Tanzania, open, 40 students",country
CIV,5.78377,-6.59388,recipient,0,"Edoovillage #1386 - Ivory Coast, Soubré:  Groupe scolaire So","Soubré, open, 248 students",city
GHA,7.9453,-1.2192,recipient,15,"Edoovillage #1387 - Ghana, Asamang: Amoakohene  D/A Junior H","Ghana, completed, 187 students",country
GHA,7.9453,-1.2192,recipient,15,"Edoovillage #1388 - Ghana, Asamang: R/C Primary School | Una","Ghana, completed, 350 students",country
DEU,51.43247,6.76516,recipient,0,"Edoovillage #1389 - Germany, Duisburg: KGS Don Bosco","Duisburg, completed, 280 students",city
BEN,7.22868,2.21317,recipient,0,"Edoovillage #1390 - Benin,  Kpozoun: Complexe scolaire Kpozo","Kpozoun, open, 308 students",city
UGA,0.31628,32.58219,recipient,27,"Edoovillage #1391 - Uganda, Kampala: Integrated Development ","Kampala, completed, 65 students",city
UGA,1.2822,32.3437,recipient,0,"Edoovillage #1392 - Uganda, Kyeshero: KYESHERO COMMUNITY VOC","Uganda, open, 160 students",country
GHA,5.55602,-0.1969,recipient,12,"Edoovillage #1393 - Ghana, Accra: Paradise Children Academy ","Accra, completed, 620 students",city
CIV,5.35444,-4.00167,recipient,1,"Edoovillage #1394 - Ivory Coast, Abidjan: AJECI Côte d’Ivoir","Abidjan, open, 156 students",city
NPL,27.70169,85.3206,recipient,20,"Edoovillage #1395 - Nepal, Kathmandu: Center for disabled ch","Kathmandu, open, 34 students",city
NPL,28.3009,84.1339,recipient,25,"Edoovillage #1396 - Nepal, Solukhumbu: Classrooms in the Clo","Nepal, open, 54 students",country
NGA,7.79688,6.74048,recipient,0,"Edoovillage #1397 - Nigeria, lokongoma Lokoja: Back2School","Lokoja, open, 30 students",city
ESP,41.98311,2.82493,recipient,5,"Edoovillage #1398 - Spain, Girona: CRAE nova llar de futur","Girona, open, 10 students",city
GHA,5.55602,-0.1969,recipient,0,"Edoovillage #1399 - Ghana, Accra: AnyBodyCanDevelop (ABCD)","Accra, open, 50 students",city
ROU,45.8245,25.0942,recipient,21,"Edoovillage #1400 - Romania, Sanjob: Village school close to","Romania, completed, 50 students",country
CMR,6.2942,12.9485,recipient,10,"Edoovillage #1401 - Cameroon, Sokolo: Bildungszentrum | Afri","Cameroon, completed, 20 students",country
DEU,53.86828,8.69902,recipient,0,"Edoovillage #1402 - Germany, Cuxhaven: Private Hilfsinitiati","Cuxhaven, completed, 1 students",city
MWI,-13.129,34.2344,recipient,64,"Edoovillage #1403 - Malawi, Majiga: Music Crossroads Malawi ","Malawi, open, 6000 students",country
GHA,7.9453,-1.2192,recipient,4,"Edoovillage #1404 - Ghana, Lawra: Digitization Methodist Cli","Ghana, completed, 0 students",country
HTI,18.8835,-72.8929,recipient,5,"Edoovillage #1405 - Haiti, Pointe, Grand-Bois/Cornillon: Ser","Haiti, completed, 50 students",country
GHA,5.53449,-0.41679,recipient,8,"Edoovillage #1406 - Ghana, Kasoa: Cosmic Academy | Plietsch ","Kasoa, open, 100 students",city
CMR,5.44397,10.05332,recipient,18,"Edoovillage #1407 - Cameroon, Dschang: Computer literacy | A","Dschang, open, 233 students",city
CMR,3.86667,11.51667,recipient,25,"Edoovillage #1409 - Cameroon, Yaoundé: Groupe Scolaire Bilin","Yaoundé, open, 353 students",city
GHA,10.78556,-0.85139,recipient,19,"Edoovillage #1074 - Ghana, Bolgatanga:  Future For Africa (P","Bolgatanga, open, 230 students",city
DEU,51.25435,6.39441,recipient,1,"Edoovillage #1410 - Germany, Viersen: Flüchtlings- / Integra","Viersen, completed, 1 students",city
DZA,27.67111,-8.14743,recipient,7,"Edoovillage #1411 - Algeria, Tindouf: Technology Center in t","Tindouf, open, 20 students",city
NGA,6.85783,7.39577,recipient,4,"Edoovillage #1412 - Nigeria, Nsukka: University primary scho","Nsukka, open, 1250 students",city
COD,-1.67409,29.22845,recipient,9,"Edoovillage #1413 - Congo (Kinshasa), Goma: Séminaire Propéd","Goma, open, 50 students",city
ZWE,-17.93285,25.83066,recipient,15,"Edoovillage #1414 - Zimbabwe, Victoria Falls: Umhambi Childr","Victoria Falls, completed, 30 students",city
DEU,51.43247,6.76516,recipient,38,"Edoovillage #1408 - Germany, Duisburg: GHS Ludgerusstraße Sp","Duisburg, completed, 51 students",city
CMR,6.2942,12.9485,recipient,0,"Edoovillage #1415 - Cameroon, Awaé: Ecole Privée Bilingue le","Cameroon, open, 890 students",country
IND,22.53254,92.89902,recipient,1,"Edoovillage #1416 - India, Lawngtlai: LAIRAM HIGHER ACADEMY ","Lawngtlai, open, 26 students",city
CMR,4.02356,9.20607,recipient,48,"Edoovillage #1417 - Cameroon, Limbe: Rising Hope Foundation ","Limbe, completed, 2550 students",city
MNG,47.90771,106.88324,recipient,6,"Edoovillage #1418 - Mongolia, Ulaanbaatar: Mahrberg Library ","Ulan Bator, completed, 20 students",city
SEN,14.2289,-14.6109,recipient,119,"Edoovillage #1419 - Senegal, Thionk Essyl : Foundawtion – CE","Senegal, open, 500 students",country
PER,-18.01465,-70.25362,recipient,2,"Edoovillage #1420 - Peru, Tacna,: Tech for Tacna","Tacna, completed, 40 students",city
KGZ,42.87,74.59,recipient,30,"Edoovillage #1421 - Kyrgyzstan, Bishkek: Technovation Kyrgyz","Bishkek, completed, 150 students",city
MNG,48.00556,91.64194,recipient,16,"Edoovillage #1422 - Mongolia, Jargalant: Bulgan Soum School","Khovd, completed, 863 students",city
AGO,-8.83682,13.23432,recipient,51,"Edoovillage #1423 - Angola, Luanda: Ecole Primaire de Palank","Luanda, completed, 700 students",city
KEN,0.6899,37.9531,recipient,0,"Edoovillage #1424 - Kenya, Taita Bura: Primary School","Kenya, completed, 228 students",country
KEN,1.25881,35.09569,recipient,2,"Edoovillage #1425 - Kenya, Makutano: Hope Theatre","Makutano, completed, 40 students",city
KEN,-1.28333,36.81667,recipient,4,"Edoovillage #1426 - Kenya, Nairobi: Fountain Youth Initiativ","Nairobi, completed, 100 students",city
KEN,0.6899,37.9531,recipient,2,"Edoovillage #1427 - Kenya, Kahawa: FRED KISEREM EPILEPTIC FO","Kenya, open, 3 students",country
BEN,6.36536,2.41833,recipient,19,"Edoovillage #1428 - Benin, Ahouansori Cotonou: ASSOCIATION L","Cotonou, open, 303 students",city
BEN,9.503,2.3057,recipient,2,"Edoovillage #1429 - Benin, Benin: ASSOCIATION DES FEMMES DU ","Benin, open, 30 students",country
SLE,8.48714,-13.2356,recipient,3,"Edoovillage #1430 - Sierra Leone, Freetown: Strassenkinderpr","Freetown, open, 20 students",city
UGA,0.31628,32.58219,recipient,13,"Edoovillage #1431 - Uganda, Kampala: SINA LOKETA","Kampala, open, 30 students",city
NZL,-36.84853,174.76349,recipient,13,"Edoovillage #1432 - New Zealand, Auckland: Shine Foundation","Auckland, open, 0 students",city
BIH,44.1442,17.8347,recipient,15,"Edoovillage #1433 - Bosnia and Herzegovina, Kalesija: Grunds","Bosnia and Herzegovina, completed, 703 students",country
BIH,44.1442,17.8347,recipient,25,"Edoovillage #1435 - Bosnia and Herzegovina, Breza: Osnovna S","Bosnia and Herzegovina, completed, 687 students",country
BIH,44.1442,17.8347,recipient,29,"Edoovillage #1436 - Bosnia and Herzegovina, Breza: MSŠ Mehme","Bosnia and Herzegovina, completed, 368 students",country
SEN,14.2289,-14.6109,recipient,6,"Edoovillage #1437 - Senegal, Marda: Projecte d’equipament in","Senegal, open, 263 students",country
GHA,7.9453,-1.2192,recipient,25,"Edoovillage #1294 - Ghana, Mamponteng: FAWOADE R/C SCHOOL CO","Ghana, completed, 400 students",country
UGA,1.2822,32.3437,recipient,8,"Edoovillage #1000 - Uganda, Bukaya: REACT NOW SAVE YOUNG MOT","Uganda, open, 42 students",country
CMR,6.2942,12.9485,recipient,9,"Edoovillage #999 - Cameroon, Mankon, Bamenda: UYO United You","Cameroon, open, 90 students",country
COD,-2.49077,28.84281,recipient,32,"Edoovillage #998 - Congo (Kinshasa), Bukavu: NHBH NEW HOPE F","Bukavu, completed, 300 students",city
TGO,6.12874,1.22154,recipient,4,"Edoovillage #997 - Togo, Lomé: JUNA Jeunesse Unie pour une N","Lomé, open, 30 students",city
TGO,6.58333,1.5,recipient,0,"Edoovillage #996 - Togo, Tabligbo-Ville (Cité A): SOS-DEVEVE","Tabligbo, open, 10 students",city
BEN,7.18286,1.99119,recipient,0,"Edoovillage #995 - Benin, Abomey: Association SEGANHO des pe","Abomey, open, 60 students",city
BEN,6.36536,2.41833,recipient,0,"Edoovillage #994 - Benin, Cotonou: AEIPED Association d’Entr","Cotonou, open, 30 students",city
TGO,6.58333,1.5,recipient,0,"Edoovillage #993 - Togo, Tabligbo: ONG ADEAVE | HeidelbergCe","Tabligbo, open, 250 students",city
UGA,0.31628,32.58219,recipient,3,"Edoovillage #992 - Uganda, Kampala: Auro Foundation | AMAIDI","Kampala, completed, 95 students",city
UGA,0.18333,30.08333,recipient,0,"Edoovillage #990 - Uganda, Kasese Municipality: Semuliki Voc","Kasese, open, 120 students",city
CHE,47.50564,8.72413,recipient,20,"Edoovillage #989 - Switzerland, Winterthur: Primarschule Tal","Winterthur, completed, 24 students",city
ALB,41.1417,20.0611,recipient,22,"Edoovillage #988 - Albania, Ballsh: Grundschule 'Beselidhja'","Albania, open, 372 students",country
GAB,0.39241,9.45356,recipient,10,"Edoovillage #1438 - Gabon, Libreville: EL-ELYON Multimedia r","Libreville, open, 100 students",city
GEO,42.1799,43.3789,recipient,0,"Edoovillage #1439 - Georgia, Kaspi: Public school #2 | Think","Georgia, completed, 52 students",country
ROU,45.8245,25.0942,recipient,13,"Edoovillage #1440 - Romania, Saniob: Village school close to","Romania, open, 60 students",country
DEU,51.50508,7.09654,recipient,4,"Edoovillage #1442 - Germany, Gelsenkirchen: Lebenstraum Kids","Gelsenkirchen, completed, 30 students",city
KEN,0.6899,37.9531,recipient,4,"Edoovillage #1443 - Kenya, Matuu: Kivingoni Primary School |","Kenya, open, 416 students",country
NAM,-22.55941,17.08323,recipient,45,"Edoovillage #1444 - Namibia, Windhoek: A. Shipena Secondary ","Windhoek, completed, 1100 students",city
GHA,6.68848,-1.62443,recipient,20,"Edoovillage #1445 - Ghana, Bechem Kumasi: Presbyterian Senio","Kumasi, completed, 2761 students",city
GHA,7.06273,-1.4001,recipient,25,"Edoovillage #1446 - Ghana, Mampong: Ejuraman Secondary Schoo","Mampong, open, 450 students",city
ZAF,-28.5536,24.7525,recipient,29,"Edoovillage #1447 - South Africa, Kwa-Guqa: Township-Schule ","South Africa, open, 1200 students",country
UGA,0.35333,32.75528,recipient,0,"Edoovillage #1448 - Uganda, Mukono: KIDA KATOSI INTER-COMMUN","Mukono, open, 84 students",city
SOM,2.03711,45.34375,recipient,33,"Edoovillage #1449 - Somalia, Mogadishu: Darul Hikma Universi","Mogadishu, open, 950 students",city
USA,29.76328,-95.36327,recipient,2,"Edoovillage #1450 - United States, Houston: ASPIRE Tutorials","Houston, completed, 130 students",city
DEU,51.45657,7.01228,recipient,10,"Edoovillage #1451 - Germany, Essen: Zukunft Bildungswerk gUG","Essen, completed, 40 students",city
ETH,9.02497,38.74689,recipient,20,"Edoovillage #1452 - Ethiopia, Addis Ababa: Hamlin College of","Addis Ababa, completed, 98 students",city
DEU,51.45657,7.01228,recipient,32,"Edoovillage #1453 - Germany, Essen: Grundschule Cranachschul","Essen, completed, 350 students",city
GEO,42.1799,43.3789,recipient,9,"Edoovillage #1454 - Georgia, Taleri / ტალერი: Dorfschule | B","Georgia, open, 107 students",country
SLE,8.48714,-13.2356,recipient,10,"Edoovillage #1455 - Sierra Leone, Freetown: Sierra Leone, Fr","Freetown, open, 100 students",city
KGZ,41.357,74.1753,recipient,2,"Edoovillage #1456 - Kyrgyzstan, Kaiyndy: Kaiyndy Aaly Tokomb","Kyrgyzstan, open, 700 students",country
DEU,51.083,10.4262,recipient,3,"Edoovillage #1457 - Germany, Bad Doberan: AWO Kita Uns Windr","Germany, completed, 182 students",country
COD,-3.3386,23.4198,recipient,0,"Edoovillage #1458 - Congo (Kinshasa), Bulongo: BULONGO FRIEN","Congo (Kinshasa), open, 40 students",country
UGA,0.31628,32.58219,recipient,11,"Edoovillage #1459 - Uganda, Kampala: Infants' Health Foundat","Kampala, open, 300 students",city
MEX,31.87149,-116.60071,recipient,3,"Edoovillage #1460 - Mexico, Ensenada: LET'S BUILD A CHURCH","Ensenada, completed, 0 students",city
MEX,32.5027,-117.00371,recipient,2,"Edoovillage #1461 - Mexico, Tijuana: Casa Hogar","Tijuana, completed, 21 students",city
DEU,51.51494,7.466,recipient,1,"Edoovillage #991 - Germany, Dortmund: Integrationsprojekte S","Dortmund, completed, 100 students",city
USA,37.46883,-122.14108,recipient,14,"Edoovillage #1462 - United States, East Palo Alto: Aspire Tu","East Palo Alto, completed, 20 students",city
COD,-4.32758,15.31357,recipient,80,"Edoovillage #1463 - Congo (Kinshasa), Limete Kinshasa: Ecole","Kinshasa, completed, 1200 students",city
CHN,38.0733,104.6911,recipient,3,"Edoovillage #1464 - China, Dali Shi: Computer Learning for S","China, completed, 8 students",country
UGA,-0.60467,30.64851,recipient,20,"Edoovillage #1465 - Uganda, Mbarara: Sisters of our Lady of ","Mbarara, open, 30 students",city
SEN,14.2289,-14.6109,recipient,10,"Edoovillage #1466 - Senegal, Oussouye: Projecte d'aula infor","Senegal, open, 100 students",country
ETH,8.7294,39.9149,recipient,20,"Edoovillage #1467 - Ethiopia, Wotara: Junior Secondary Schoo","Ethiopia, completed, 1000 students",country
ROU,45.8245,25.0942,recipient,5,"Edoovillage #1441 - Romania, Vadu-Parului: Scratch Club","Romania, completed, 180 students",country
VNM,10.82302,106.62965,recipient,15,"Edoovillage #1468 - Vietnam, Ho Chi Minh City: Mahrberg Libr","Ho Chi Minh City, completed, 195 students",city
CMR,4.04827,9.70428,recipient,0,"Edoovillage #1469 - Cameroon, Douala: CETIF | Afrika-Herne A","Douala, open, 70 students",city
UGA,-1.18833,29.84611,recipient,0,"Edoovillage #1470 - Uganda, Rubanda Kabale: St. Adrian’s Sem","Rubanda, open, 471 students",city
TUR,38.9321,35.5689,recipient,2,"Edoovillage #1471 - Turkey, Mahmudiye: Mahmudiye Primary Sch","Turkey, completed, 233 students",country
MOZ,-19.84361,34.83889,recipient,2,"Edoovillage #1472 - Mozambique, Beira: Residencia de estudia","Beira, open, 10 students",city
GRC,39.4201,23.1104,recipient,6,"Edoovillage #1473 - Greece, Lesbos: Movement on the Ground /","Greece, open, 50 students",country
NPL,27.70169,85.3206,recipient,9,"Edoovillage #1474 - Nepal, kathmandu: Shree Dudha Koshi Basi","Kathmandu, open, 60 students",city
NPL,28.3009,84.1339,recipient,20,"Edoovillage #1475 - Nepal, Kerung: Baleshwar Basic School Ke","Nepal, open, 0 students",country
UGA,0.225,32.31361,recipient,13,"Edoovillage #1476 - Uganda, Mpigi Town: Tusobola women","Mpigi, completed, 40 students",city
UGA,1.2822,32.3437,recipient,7,"Edoovillage #1477 - Uganda, Bugolobi: Mercy Hands Primary Sc","Uganda, completed, 140 students",country
GHA,7.9453,-1.2192,recipient,30,"Edoovillage #1478 - Ghana, Akim Krobo: ZION ITC Lab | Ghana ","Ghana, completed, 116 students",country
MAR,35.19321,-6.15572,recipient,17,"Edoovillage #1479 - Morocco, Larache: College Abdelkrim el k","Larache, open, 760 students",city
UGA,0.66174,30.2748,recipient,3,"Edoovillage #1480 - Uganda, Fort Portal: Uganda, Fort Portal","Fort Portal, completed, 1510 students",city
GHA,7.9453,-1.2192,recipient,50,"Edoovillage #1481 - Ghana, Manso Amenfi: Calvary Methodist C","Ghana, completed, 520 students",country
GHA,7.9453,-1.2192,recipient,40,"Edoovillage #1483 - Ghana, Gomoa Kokofu: SACKEY ITC LAB | Gh","Ghana, completed, 250 students",country
GHA,7.9453,-1.2192,recipient,31,"Edoovillage #1484 - Ghana, TIKOBO: Nr. 2 Junior High School ","Ghana, completed, 150 students",country
GHA,7.9453,-1.2192,recipient,60,"Edoovillage #1485 - Ghana, Gomoa Potsin: Potsin D/A Primary ","Ghana, completed, 402 students",country
GHA,6.61667,-1.21667,recipient,25,"Edoovillage #1486 - Ghana, Odumase: Sereso Holy Trinity rc B","Konongo, completed, 50 students",city
TZA,-2.51667,32.9,recipient,23,"Edoovillage #1487 - Tanzania, Mwanza: NEW CHAPTER DEVELOPMEN","Mwanza, open, 92 students",city
UGA,0.18333,30.08333,recipient,10,"Edoovillage #1488 - Uganda, Kasese: YESI Africa - Increasing","Kasese, open, 30 students",city
CRI,10.01723,-84.21275,recipient,20,"Edoovillage #1489 - Costa Rica, La Trinidad de Alajuela: Sep","Alajuela, completed, 200 students",city
KEN,0.6899,37.9531,recipient,1,"Edoovillage #1490 - Kenya, Kangundo: Ktithunthi Primary Scho","Kenya, open, 200 students",country
UGA,0.31628,32.58219,recipient,2,"Edoovillage #1491 - Uganda, Kampala: Ndejje University and S","Kampala, open, 3 students",city
NPL,27.70169,85.3206,recipient,6,"Edoovillage #1492 - Nepal, Kathmandu: Haus der Hoffnung eV","Kathmandu, open, 175 students",city
UGA,1.2822,32.3437,recipient,4,"Edoovillage #1493 - Uganda,  Kanyanya Parish, Kawempe Divisi","Uganda, open, 20 students",country
TZA,-6.82349,39.26951,recipient,11,"Edoovillage #1494 - Tanzania, Dar Es Salaam: WEEDO | Tabasam","Dar es Salaam, open, 35 students",city
MWI,-13.129,34.2344,recipient,0,"Edoovillage #1495 - Malawi, Chikwawa: Sustainable Rural Comm","Malawi, open, 30 students",country
ESP,41.38879,2.15899,recipient,2,"Edoovillage #1496 - Spain, Barcelona: Open Cultural Center -","Barcelona, open, 10 students",city
CIV,6.72972,-3.49639,recipient,0,"Edoovillage #1497 - Ivory Coast, Abengourou: Creer Africa Ce","Abengourou, open, 30 students",city
TZA,-6.3558,34.8183,recipient,2,"Edoovillage #1498 - Tanzania, Luganga: Mafinga Lutheran Voca","Tanzania, completed, 245 students",country
COD,-2.49077,28.84281,recipient,8,"Edoovillage #1499 - Congo (Kinshasa), Ville de Bukavu: CODDI","Bukavu, open, 200 students",city
NPL,27.70169,85.3206,recipient,5,"Edoovillage #1500 - Nepal, Kathmandu: United World Schools","Kathmandu, open, 354 students",city
SEN,14.6937,-17.44406,recipient,4,"Edoovillage #1501 - Senegal, Dakar: Gibei Village | wir für ","Dakar, completed, 3 students",city
UGA,1.2822,32.3437,recipient,11,"Edoovillage #1502 - Uganda, Nyenga: CARDINAL NSUBUGA SECONDA","Uganda, open, 450 students",country
IRQ,36.86608,42.9879,recipient,0,"Edoovillage #1503 - Iraq, Xhanke / Duhok: Khanik Camp | Bild","Dihok, open, 120 students",city
GHA,5.55602,-0.1969,recipient,3,"Edoovillage #1504 - Ghana, Accra: Tete Adehyemma Dance Theat","Accra, open, 25 students",city
TZA,-6.3558,34.8183,recipient,1,"Edoovillage #1505 - Tanzania, Olpiro: Olpiro Dispensary | En","Tanzania, completed, 300 students",country
UGA,0.18333,30.08333,recipient,5,"Edoovillage #1506 - Uganda,  Kasese Municipality:  Daylight ","Kasese, open, 300 students",city
GHA,7.9453,-1.2192,recipient,34,"Edoovillage #1507 - Ghana, Awutu-Bereku / Bosomabena: Farm o","Ghana, completed, 111 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1508 - Ghana, Kumawu: WORASO D/A Primary School","Ghana, completed, 345 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1509 - Ghana, Kumawu: WORASO D/A Presbyterian P","Ghana, completed, 412 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1510 - Ghana, Kumawu: Presbyterian Primary Scho","Ghana, completed, 560 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1511 - Ghana, Kumawu: Presbyterian JHS Junior H","Ghana, completed, 182 students",country
GHA,7.9453,-1.2192,recipient,13,"Edoovillage #1512 - Ghana, Kumawu: R/C Primary School | Ghan","Ghana, completed, 370 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1513 - Ghana, Kumawu: R/C JHS Junior High Schoo","Ghana, completed, 153 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1514 - Ghana, Kumawu Bodomase: Methodist JHS Ju","Ghana, completed, 150 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1515 - Ghana, Kumawu Bodomase: St. Stephen R/C ","Ghana, completed, 409 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1516 - Ghana, Kumawu Bodomase: Methodist Primar","Ghana, completed, 545 students",country
GHA,7.9453,-1.2192,recipient,12,"Edoovillage #1517 - Ghana, Kumawu Bodomase: D/A JHS Junior H","Ghana, completed, 78 students",country
GHA,7.9453,-1.2192,recipient,11,"Edoovillage #1518 - Ghana, Kumawu Bodomase: St. Stephen R/C ","Ghana, completed, 125 students",country
UGA,0.43902,33.20317,recipient,30,"Edoovillage #1519 - Uganda, Jinja: REINHARD FOUNDATION","Jinja, completed, 100 students",city
SLE,8.48714,-13.2356,recipient,22,"Edoovillage #1520 - Sierra Leone, Freetown: Light Salone Inn","Freetown, completed, 15 students",city
MAR,30.91894,-6.89341,recipient,31,"Edoovillage #1521 - Morocco, FEDRAGOUM OUARZAZATE: Ecole Fed","Ouarzazate, completed, 685 students",city
GHA,7.9453,-1.2192,recipient,8,"Edoovillage #1522 - Ghana, Kumawu: Administration and Traini","Ghana, completed, 20 students",country
UGA,1.2822,32.3437,recipient,2,"Edoovillage #1523 - Uganda, Nyatonzi: Mawejje Creations","Uganda, open, 10 students",country
TZA,-2.51667,32.9,recipient,5,"Edoovillage #1524 - Tanzania, Mwanza: HOPE CHILDREN HOME","Mwanza, open, 22 students",city
TZA,-2.51222,30.65583,recipient,23,"Edoovillage #1525 - Tanzania, Ngara: Baramba Girls Secondary","Ngara, open, 160 students",city
